domain_id,class,fold,superfamily,family,rmsd,mca_score
d1t6sa2,a,4,5,60,"(np.float32(10.985384), 77)",42.967573053305046
d5deqa2,a,4,5,68,"(np.float32(10.144469), 65)",25.301132022398697
d2fswa1,a,4,5,69,"(np.float32(12.212998), 94)",51.71475642428064
d2ns0a1,a,4,5,76,"(np.float32(11.480411), 85)",51.6597523411355
d2xaua3,a,4,5,0,"(np.float32(7.2908287), 66)",32.13929428275186
d2xiga_,a,4,5,0,"(np.float32(9.961423), 94)",59.37649093572391
d3cjna_,a,4,5,0,"(np.float32(10.429669), 94)",66.32933599105178
d3e6ma_,a,4,5,0,"(np.float32(10.230766), 94)",62.18055197517193
d7dh8a_,a,4,5,0,"(np.float32(11.262638), 94)",58.972732685340915
d3zq7a_,a,4,6,0,"(np.float32(8.842648), 94)",54.53608551730712
d1e3pa1,a,4,9,1,"(np.float32(10.775264), 83)",56.70005117515668
d6enia_,a,4,12,1,"(np.float32(13.163828), 94)",55.97456781646961
d2jrta1,a,4,12,0,"(np.float32(8.70082), 92)",50.26588610576594
d1l8qa1,a,4,12,2,"(np.float32(2.7013543), 94)",69.28313713966541
