domain_id,class,fold,superfamily,family,rmsd,mca_score
d2baia1,g,87,1,1,"(np.float32(8.470272), 32)",3.7508144349647554
d5syba_,g,101,1,1,"(np.float32(9.800765), 50)",14.518325582650085
d1uhaa1,g,3,1,1,"(np.float32(8.344009), 42)",0.5806590520077076
d2kcga_,g,3,3,3,"(np.float32(8.538866), 30)",0.0
d1ixta_,g,3,6,1,"(np.float32(8.754655), 27)",0.0
d1axha_,g,3,6,2,"(np.float32(8.325144), 37)",3.0546844581293935
d1i25a_,g,3,6,2,"(np.float32(7.081727), 37)",3.0069900566895784
d1y29a_,g,3,6,2,"(np.float32(7.758824), 28)",1.3451522930633095
d1eita_,g,3,6,2,"(np.float32(9.055912), 36)",1.3485985738347073
d2knia1,g,3,6,2,"(np.float32(9.317103), 40)",1.8819056560497716
d1pe4a_,g,3,7,1,"(np.float32(9.078876), 50)",12.035497764616629
d1wwna_,g,3,7,1,"(np.float32(9.900852), 50)",6.912589860102342
d1px9a_,g,3,7,2,"(np.float32(8.678647), 42)",3.0322140811467793
d1acwa_,g,3,7,2,"(np.float32(6.1309752), 29)",2.5048813127111726
d6d8ha_,g,3,7,2,"(np.float32(7.028777), 32)",2.485038440687848
d2ktca1,g,3,7,2,"(np.float32(5.880156), 32)",0.0
d4he7a_,g,3,7,5,"(np.float32(10.575626), 50)",7.1739200145436595
d1jxca_,g,3,7,5,"(np.float32(10.420704), 50)",11.952914785511634
d3psma_,g,3,7,5,"(np.float32(10.508669), 47)",4.899518984996931
d3p0ya2,g,3,9,1,"(np.float32(6.838998), 23)",-1.8170302031130776
d1n8yc4,g,3,9,1,"(np.float32(7.3971853), 50)",11.182575086507786
d1lpba2,g,3,10,1,"(np.float32(11.351079), 46)",5.068127573500973
d2kraa2,g,3,10,0,"(np.float32(7.032273), 41)",3.6199480798221946
d2g81i1,g,3,13,1,"(np.float32(11.234451), 50)",6.981555551450266
d2z7fi_,g,3,14,0,"(np.float32(11.3976965), 50)",6.713813250391371
d1bx7a_,g,3,15,1,"(np.float32(12.126412), 50)",5.14812739804003
d2pw8i1,g,3,15,2,"(np.float32(13.470316), 50)",6.287336410917192
d1kloa1,g,3,11,2,"(np.float32(10.818425), 50)",9.408085350668012
d1kloa2,g,3,11,2,"(np.float32(10.788943), 50)",4.103488945651423
d1kloa3,g,3,11,2,"(np.float32(10.997661), 50)",3.701736934534276
d1nuba2,g,3,11,3,"(np.float32(5.5376005), 25)",0.0
d1lr7a1,g,3,11,3,"(np.float32(5.5563803), 25)",0.0
d1b9wa1,g,3,11,4,"(np.float32(7.5690436), 45)",8.073184241501874
d1b9wa2,g,3,11,4,"(np.float32(5.6967278), 44)",3.748026563241499
d1gl4a2,g,3,11,5,"(np.float32(7.45946), 40)",0.7321578095634775
d1jv2b4,g,3,11,6,"(np.float32(8.231643), 31)",0.0
d1jv2b5,g,3,11,6,"(np.float32(8.536046), 43)",-0.08668070516579474
d1l3ya1,g,3,11,6,"(np.float32(8.906139), 40)",0.0
d2j5ha1,g,3,11,7,"(np.float32(7.1510625), 39)",5.835671226377187
d4d0ea1,g,3,11,0,"(np.float32(7.615359), 41)",0.0
d4d0ea3,g,3,11,0,"(np.float32(7.035939), 35)",0.0
d2fd6a1,g,3,11,0,"(np.float32(4.8890142), 39)",4.42801848062213
d2w2ne1,g,3,11,0,"(np.float32(8.097741), 41)",1.5074255030503287
d6m3bd1,g,3,11,0,"(np.float32(8.5764), 42)",2.759951526608799
d5wb8c_,g,3,11,0,"(np.float32(5.8017335), 36)",4.098077179678669
d6r2wl2,g,3,11,1,"(np.float32(7.574205), 38)",0.0
d6r2wl3,g,3,11,1,"(np.float32(11.078959), 50)",8.821112341221474
d1nzia2,g,3,11,1,"(np.float32(7.50753), 41)",2.7426840528793806
d1apqa_,g,3,11,1,"(np.float32(6.1992826), 50)",4.555455895935161
d1g1ta2,g,3,11,1,"(np.float32(7.3145328), 39)",0.0
d2kv4a_,g,3,11,1,"(np.float32(6.5136104), 50)",11.930188338159931
d1uzka1,g,3,11,1,"(np.float32(7.448647), 43)",1.976906627228932
d1lmja1,g,3,11,1,"(np.float32(7.2189546), 44)",2.787139498574179
d1xdtr_,g,3,11,1,"(np.float32(6.3906245), 41)",2.8438086797810307
d1haea_,g,3,11,1,"(np.float32(4.796793), 50)",12.221712258720599
d1szba2,g,3,11,1,"(np.float32(7.4714403), 45)",6.3828714917734075
d1q4ga2,g,3,11,1,"(np.float32(6.616568), 42)",2.6672684185663647
d1dx5i1,g,3,11,1,"(np.float32(7.7361717), 43)",0.5705855933255233
d1dx5i2,g,3,11,1,"(np.float32(6.792916), 35)",3.258424872985347
d1dx5i3,g,3,11,1,"(np.float32(7.8961525), 40)",2.383687896049171
d1moxc_,g,3,11,1,"(np.float32(7.249644), 49)",7.583950138113081
d2y5fl_,g,3,11,1,"(np.float32(11.730897), 50)",6.734796675492788
d5e8da_,g,3,11,1,"(np.float32(6.7039895), 43)",5.717992563648901
